current_symbol	submitted_item	validated_id	FBID_KEY	ANNOTATION_SYMBOL	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
Moe	Moe	FBgn0011661	FBgn0011661	CG10701	X	8898332	8873012	-1	Moesin	Moe
Mon1	Mon1	FBgn0031640	FBgn0031640	CG11926	2L	4852640	4850641	1	Monensin sensitivity 1	Mon1
Mondo	Mondo	FBgn0032940	FBgn0032940	CG18362	2L	21310050	21286078	-1	Mondo	Mondo
Mov10	CG6967	FBgn0034187	FBgn0034187	CG6967	2R	17066546	17062775	1	Mov10 RISC complex RNA helicase	Mov10
Mp20	Mp20	FBgn0002789	FBgn0002789	CG4696	2R	13248880	13246670	1	Muscle protein 20	Mp20
Mpcp1	Mpcp1	FBgn0034497	FBgn0034497	CG9090	2R	20281127	20279066	-1	Mitochondrial phosphate carrier protein 1	Mpcp1
Mpcp2	Mpcp2	FBgn0026409	FBgn0026409	CG4994	3L	14540441	14537651	1	Mitochondrial phosphate carrier protein 2	Mpcp2
Mpi	CG8417	FBgn0286506	FBgn0286506	CG8417	3R	9761208	9759622	1	Mannose phosphate isomerase	Mpi
Mpp6	Mpp6	FBgn0032921	FBgn0032921	CG9250	2L	21157685	21156288	1	M-phase phosphoprotein 6	Mpp6
Mppe	Mppe	FBgn0259985	FBgn0259985	CG8889	2R	12027707	12025614	-1	Metallophosphoesterase	Mppe
MrgBP	MrgBP	FBgn0033341	FBgn0033341	CG13746	2R	8901375	8900566	-1	MRG/MORF4L binding protein	MrgBP
Mrgn1	CG9941	FBgn0030514	FBgn0030514	CG9941	X	13721977	13718734	-1	Mahogunin ring finger 1	Mrgn1
Mrp4	Mrp4	FBgn0263316	FBgn0263316	CG14709	3R	11575937	11569250	1	Multidrug resistance protein 4	Mrp4
Mrtf	Mrtf	FBgn0052296	FBgn0052296	CG32296	3L	2766536	2717615	-1	Myocardin-related transcription factor	Mrtf
MsR1	MsR1	FBgn0035331	FBgn0035331	CG8985	3L	2345799	2322693	1	Myosuppressin receptor 1	MsR1
MsR2	MsR2	FBgn0264002	FBgn0264002	CG43745	3L	2300944	2282883	1	Myosuppressin receptor 2	MsR2
Msh6	Msh6	FBgn0036486	FBgn0036486	CG7003	3L	15158562	15154233	-1	Msh6	Msh6
Msp300	Msp300	FBgn0261836	FBgn0261836	CG42768	2L	5207002	5100877	1	Muscle-specific protein 300 kDa	Msp300
Msr-110	Msr-110	FBgn0015766	FBgn0015766	CG10596	3L	5577348	5566919	-1	Msr-110	Msr-110
MsrA	Eip71CD	FBgn0000565	FBgn0000565	CG7266	3L	15513202	15511052	1	Methionine sulfoxide reductase A	MsrA
Mst36Fa	Mst36Fa	FBgn0086681	FBgn0086681	CG31801	2L	18676998	18675183	-1	Male-specific transcript 36Fa	Mst36Fa
Mst36Fb	Mst36Fb	FBgn0261349	FBgn0261349	CG42626	2L	18675094	18673363	-1	Male-specific transcript 36Fb	Mst36Fb
Mst77F	Mst77F	FBgn0086915	FBgn0086915	CG3354	3L	20818027	20816901	-1	Male-specific transcript 77F	Mst77F
Mst84Dc	Mst84Dc	FBgn0004174	FBgn0004174	CG17945	3R	7364673	7364254	-1	Male-specific RNA 84Dc	Mst84Dc
Mst85C	Mst85C	FBgn0028708	FBgn0028708	CG11993	3R	9052231	9048645	1	Mst85C	Mst85C
Mst87F	Mst87F	FBgn0002862	FBgn0002862	CG17956	3R	13828008	13827151	-1	Male-specific RNA 87F	Mst87F
Mst89B	Mst89B	FBgn0020399	FBgn0020399	CG6864	3R	16268433	16267012	1	Mst89B	Mst89B
Mt2	Mt2	FBgn0028707	FBgn0028707	CG10692	2L	12097687	12096525	1	Methyltransferase 2	Mt2
Mtap	Mtap	FBgn0034215	FBgn0034215	CG4802	2R	17429315	17427795	1	Methylthioadenosine phosphorylase	Mtap
Mtch	Mtch	FBgn0027786	FBgn0027786	CG6851	3L	186310	184626	1	Mitochondrial carrier homolog 1	Mtch
Mthfs	CG34424	FBgn0085453	FBgn0085453	CG34424	2R	23360266	23359215	1	Methenyltetrahydrofolate synthetase	Mthfs
Mtk	Mtk	FBgn0014865	FBgn0014865	CG8175	2R	15409113	15408846	1	Metchnikowin	Mtk
Mtkl	CG43236	FBgn0262881	FBgn0262881	CG43236	2R	14638935	14638538	1	Mtk-like	Mtkl
Mtl	Mtl	FBgn0039532	FBgn0039532	CG5588	3R	27639871	27636412	1	Mig-2-like	Mtl
Mtmr6	CG3530	FBgn0028497	FBgn0028497	CG3530	2R	23396680	23389009	-1	Myotubularin related protein 6	Mtmr6
MtnB	MtnB	FBgn0002869	FBgn0002869	CG4312	3R	20503746	20503102	-1	Metallothionein B	MtnB
MtnD	MtnD	FBgn0053192	FBgn0053192	CG33192	3R	20535301	20534962	1	Metallothionein D	MtnD
MtnE	MtnE	FBgn0262146	FBgn0262146	CG42872	3R	20534704	20534021	-1	Metallothionein E	MtnE
MtnF	CG43222	FBgn0262858	FBgn0262858	CG43222	3R	24635165	24634625	-1	Metallothionein F	MtnF
Mtp	Mtp	FBgn0266369	FBgn0266369	CG9342	2L	20922876	20919094	-1	Microsomal triacylglycerol transfer protein	Mtp
Mtpalpha	Mtpalpha	FBgn0028479	FBgn0028479	CG4389	2L	9576769	9573563	-1	Mitochondrial trifunctional protein alpha subunit	Mtpalpha
Mtpbeta	Thiolase	FBgn0025352	FBgn0025352	CG4581	2R	23868603	23866648	-1	Mitochondrial trifunctional protein beta subunit	Mtpbeta
Mtr3	Mtr3	FBgn0036916	FBgn0036916	CG8025	3L	19913715	19912405	-1	Mtr3	Mtr3
Mtr4	Mtr4	FBgn0001986	FBgn0001986	CG4152	2L	15755900	15752263	1	Mtr4 helicase	Mtr4
Muc11A	Muc11A	FBgn0052656	FBgn0052656	CG32656	X	12065144	12059795	1	Mucin 11A	Muc11A
Muc12Ea	Muc12Ea	FBgn0052602	FBgn0052602	CG32602	X	14288161	14277735	1	Mucin 12Ea	Muc12Ea
Muc14A	Muc14A	FBgn0052580	FBgn0052580	CG32580	X	16061722	16009114	1	Mucin 14A	Muc14A
Muc30E	Muc30E	FBgn0053300	FBgn0053300	CG33300	2L	9903128	9897820	-1	Mucin 30E	Muc30E
Muc4B	Muc4B	FBgn0052774	FBgn0052774	CG32774	X	4246139	4244095	-1	Mucin 4B	Muc4B
Muc68Ca	Muc68Ca	FBgn0036181	FBgn0036181	CG18331	3L	11620101	11610578	-1	Mucin 68Ca	Muc68Ca
Muc68D	Muc68D	FBgn0036203	FBgn0036203	CG6004	3L	11772157	11767299	-1	Mucin 68D	Muc68D
Muc91C	Muc91C	FBgn0038642	FBgn0038642	CG7709	3R	18692719	18687556	-1	Mucin 91C	Muc91C
Muc96D	Muc96D	FBgn0051439	FBgn0051439	CG31439	3R	25400645	25397788	-1	Mucin 96D	Muc96D
Mul1	Mul1	FBgn0035483	FBgn0035483	CG1134	3L	4023501	4021457	1	Mitochondrial E3 ubiquitin protein ligase 1	Mul1
Mulk	Mulk	FBgn0260750	FBgn0260750	CG31873	2L	10271465	10270051	1	Multi-substrate lipid kinase	Mulk
Mur29B	Mur29B	FBgn0051901	FBgn0051901	CG31901	2L	8355172	8352187	1	Mucin related 29B	Mur29B
Mur2B	Mur2B	FBgn0025390	FBgn0025390	CG14796	X	1668788	1523554	-1	Mucin related 2B	Mur2B
Mur82C	Mur82C	FBgn0037260	FBgn0037260	CG12586	3R	4543215	4541356	1	Mucin related 82C	Mur82C
Mur89F	Mur89F	FBgn0038492	FBgn0038492	CG4090	3R	17202130	17152995	-1	Mucin related 89F	Mur89F
Mvb12	Mvb12	FBgn0030894	FBgn0030894	CG7192	X	18101314	18097558	-1	Multivesicular body subunit 12	Mvb12
Mvd	CG8239	FBgn0030683	FBgn0030683	CG8239	X	15751737	15749166	1	Mevalonate diphosphate decarboxylase	Mvd
Mvl	Mvl	FBgn0011672	FBgn0011672	CG3671	3R	21060800	21051383	-1	Malvolio	Mvl
Myb	Myb	FBgn0002914	FBgn0002914	CG9045	X	15857823	15854832	-1	Myb oncogene-like	Myb
Mybbp1A	l(1)1Bi	FBgn0001341	FBgn0001341	CG6189	X	633633	629773	1	MYB binding protein 1a	Mybbp1A
Myd88	Myd88	FBgn0033402	FBgn0033402	CG2078	2R	9308722	9302823	-1	Myd88	Myd88
Myo10A	Myo10A	FBgn0263705	FBgn0263705	CG43657	X	10964046	10930840	1	Myosin 10A	Myo10A
Myo28B1	Myo28B1	FBgn0040299	FBgn0040299	CG6976	2L	7689459	7666047	1	Myosin 28B1	Myo28B1
Myo31DF	Myo31DF	FBgn0086347	FBgn0086347	CG7438	2L	10506779	10491814	-1	Myosin 31DF	Myo31DF
Myo61F	Myo61F	FBgn0010246	FBgn0010246	CG9155	3L	1329617	1318480	1	Myosin 61F	Myo61F
Myo81F	Myo81F	FBgn0267431	FBgn0267431	CG45784	3R	2532932	567076	1	Myosin 81F	Myo81F
Myo95E	Myo95E	FBgn0039157	FBgn0039157	CG5501	3R	24161498	24154826	-1	Myosin 95E	Myo95E
Mys45A	Mys45A	FBgn0033379	FBgn0033379	CG8070	2R	9113951	9111505	-1	Mystery 45A	Mys45A
Myt1	Myt1	FBgn0040298	FBgn0040298	CG32417	3L	5779591	5777476	-1	Myt1	Myt1
Mzt1	CG42787	FBgn0261858	FBgn0261858	CG42787	3L	2389650	2389265	1	Mitotic spindle organizing protein 1	Mzt1
NAAT1	NAAT1	FBgn0029762	FBgn0029762	CG3252	X	5410849	5405238	-1	Nutrient Amino Acid Transporter 1	NAAT1
NANS	NANS	FBgn0038045	FBgn0038045	CG5232	3R	12427877	12426578	1	N-acetylneuraminic acid synthase	NANS
NC2alpha	NC2alpha	FBgn0034650	FBgn0034650	CG10318	2R	21671593	21670152	1	Negative Cofactor 2alpha	NC2alpha
NC2beta	NC2beta	FBgn0028926	FBgn0028926	CG4185	2L	15008538	15007813	1	Negative Cofactor 2beta	NC2beta
ND-13A	ND-13A	FBgn0031684	FBgn0031684	CG8680	2L	5100288	5099177	-1	NADH dehydrogenase (ubiquinone) 13 kDa A subunit	ND-13A
ND-13B	ND-13B	FBgn0047038	FBgn0047038	CG6463	3L	10694108	10693184	-1	NADH dehydrogenase (ubiquinone) 13 kDa B subunit	ND-13B
ND-15	ND-15	FBgn0031228	FBgn0031228	CG11455	2L	156030	114726	1	NADH dehydrogenase (ubiquinone) 15 kDa subunit	ND-15
ND-18	ND-18	FBgn0031021	FBgn0031021	CG12203	X	19493337	19492421	1	NADH dehydrogenase (ubiquinone) 18 kDa subunit	ND-18
ND-19	ND-19	FBgn0035046	FBgn0035046	CG3683	2R	24665439	24664398	1	NADH dehydrogenase (ubiquinone) 19 kDa subunit	ND-19
ND-20	ND-20	FBgn0030718	FBgn0030718	CG9172	X	15986808	15985473	-1	NADH dehydrogenase (ubiquinone) 20 kDa subunit	ND-20
ND-23	ND-23	FBgn0017567	FBgn0017567	CG3944	3R	15837117	15836048	-1	NADH dehydrogenase (ubiquinone) 23 kDa subunit	ND-23
ND-24	ND-24	FBgn0030853	FBgn0030853	CG5703	X	17633509	17632089	1	NADH dehydrogenase (ubiquinone) 24 kDa subunit	ND-24
ND-30	ND-30	FBgn0266582	FBgn0266582	CG12079	3L	3159578	3158485	-1	NADH dehydrogenase (ubiquinone) 30 kDa subunit	ND-30
ND-39	ND-39	FBgn0037001	FBgn0037001	CG6020	3L	20497084	20492082	1	NADH dehydrogenase (ubiquinone) 39 kDa subunit	ND-39
ND-42	ND-42	FBgn0019957	FBgn0019957	CG6343	3R	22029393	22027709	1	NADH dehydrogenase (ubiquinone) 42 kDa subunit	ND-42
ND-49	ND-49	FBgn0039909	FBgn0039909	CG1970	4	571554	568296	-1	NADH dehydrogenase (ubiquinone) 49 kDa subunit	ND-49
ND-51	ND-51	FBgn0031771	FBgn0031771	CG9140	2L	6062757	6060842	-1	NADH dehydrogenase (ubiquinone) 51 kDa subunit	ND-51
ND-51L1	ND-51L1	FBgn0034251	FBgn0034251	CG11423	2R	17597409	17595267	1	NADH dehydrogenase (ubiquinone) 51 kDa subunit-like 1	ND-51L1
ND-51L2	ND-51L2	FBgn0034007	FBgn0034007	CG8102	2R	15298329	15296764	-1	NADH dehydrogenase (ubiquinone) 51 kDa subunit-like 2	ND-51L2
ND-75	ND-75	FBgn0017566	FBgn0017566	CG2286	X	8251687	8248651	-1	NADH dehydrogenase (ubiquinone) 75 kDa subunit	ND-75
ND-ACP	ND-ACP	FBgn0011361	FBgn0011361	CG9160	3L	1331631	1329949	1	NADH dehydrogenase (ubiquinone) acyl carrier protein	ND-ACP
ND-AGGG	ND-AGGG	FBgn0058002	FBgn0058002	CG40002	3L	24977118	24976254	1	NADH dehydrogenase (ubiquinone) AGGG subunit	ND-AGGG
ND-ASHI	ND-ASHI	FBgn0029888	FBgn0029888	CG3192	X	6679118	6677262	-1	NADH dehydrogenase (ubiquinone) ASHI subunit	ND-ASHI
ND-B12	ND-B12	FBgn0034645	FBgn0034645	CG10320	2R	21658777	21658078	1	NADH dehydrogenase (ubiquinone) B12 subunit	ND-B12
ND-B14	ND-B14	FBgn0033570	FBgn0033570	CG7712	2R	10897885	10897144	-1	NADH dehydrogenase (ubiquinone) B14 subunit	ND-B14
ND-B14.5A	ND-B14.5A	FBgn0025839	FBgn0025839	CG3621	X	2173432	2172526	1	NADH dehydrogenase (ubiquinone) B14.5 A subunit	ND-B14.5A
ND-B14.5B	ND-B14.5B	FBgn0031505	FBgn0031505	CG12400	2L	3145848	3144953	-1	NADH dehydrogenase (ubiquinone) B14.5 B subunit	ND-B14.5B
ND-B14.7	ND-B14.7	FBgn0034576	FBgn0034576	CG9350	2R	21026086	21025078	1	NADH dehydrogenase (ubiquinone) B14.7 subunit	ND-B14.7
ND-B15	ND-B15	FBgn0033961	FBgn0033961	CG12859	2R	14757072	14756516	1	NADH dehydrogenase (ubiquinone) B15 subunit	ND-B15
ND-B16.6	ND-B16.6	FBgn0029868	FBgn0029868	CG3446	X	6350401	6349016	-1	NADH dehydrogenase (ubiquinone) B16.6 subunit	ND-B16.6
ND-B17	ND-B17	FBgn0001989	FBgn0001989	CG13240	2L	15751078	15749319	-1	NADH dehydrogenase (ubiquinone) B17 subunit	ND-B17
ND-B17.2	ND-B17.2	FBgn0031436	FBgn0031436	CG3214	2L	2580172	2579201	-1	NADH dehydrogenase (ubiquinone) B17.2 subunit	ND-B17.2
ND-B18	ND-B18	FBgn0030605	FBgn0030605	CG5548	X	15064926	15063733	1	NADH dehydrogenase (ubiquinone) B18 subunit	ND-B18
ND-B22	ND-B22	FBgn0032511	FBgn0032511	CG9306	2L	13371110	13370103	-1	NADH dehydrogenase (ubiquinone) B22 subunit	ND-B22
ND-B8	ND-B8	FBgn0040705	FBgn0040705	CG15434	2L	4455207	4454626	1	NADH dehydrogenase (ubiquinone) B8 subunit	ND-B8
ND-MLRQ	ND-MLRQ	FBgn0052230	FBgn0052230	CG32230	3L	23345936	23339326	1	NADH dehydrogenase (ubiquinone) MLRQ subunit	ND-MLRQ
ND-MNLL	ND-MNLL	FBgn0029971	FBgn0029971	CG18624	X	7893798	7893053	-1	NADH dehydrogenase (ubiquinone) MNLL subunit	ND-MNLL
ND-MWFE	ND-MWFE	FBgn0085468	FBgn0085468	CG34439	2R	13160190	13158666	1	NADH dehydrogenase (ubiquinone) MWFE subunit	ND-MWFE
ND-PDSW	ND-PDSW	FBgn0021967	FBgn0021967	CG8844	2L	3467334	3466157	1	NADH dehydrogenase (ubiquinone) PDSW subunit	ND-PDSW
ND-SGDH	ND-SGDH	FBgn0011455	FBgn0011455	CG9762	3L	12138584	12137496	-1	NADH dehydrogenase (ubiquinone) SGDH subunit	ND-SGDH
NELF-B	NELF-B	FBgn0027553	FBgn0027553	CG32721	X	7728361	7725996	-1	NELF-B	NELF-B
NFAT	NFAT	FBgn0030505	FBgn0030505	CG11172	X	13664568	13624745	1	NFAT nuclear factor	NFAT
NHP2	NHP2	FBgn0029148	FBgn0029148	CG5258	3L	14802168	14801328	-1	NHP2	NHP2
NK7.1	NK7.1	FBgn0024321	FBgn0024321	CG8524	3R	14372951	14329413	-1	NK7.1	NK7.1
NKAIN	NKAIN	FBgn0085442	FBgn0085442	CG34413	2R	24888615	24881570	1	Na,K-ATPase Interacting	NKAIN
NLaz	NLaz	FBgn0053126	FBgn0053126	CG33126	2L	1361821	1359837	-1	Neural Lazarillo	NLaz
NO66	CG2982	FBgn0266570	FBgn0266570	CG2982	X	4321745	4319438	1	Nucleolar protein 66	NO66
NP15.6	NP15.6	FBgn0027785	FBgn0027785	CG6008	3R	19028015	19027368	1	NP15.6	NP15.6
NPF	NPF	FBgn0027109	FBgn0027109	CG10342	3R	16611325	16609220	1	neuropeptide F	NPF
NPFR	NPFR	FBgn0037408	FBgn0037408	CG1147	3R	6195403	6187315	1	Neuropeptide F receptor	NPFR
NSD	NSD	FBgn0039559	FBgn0039559	CG4976	3R	27937853	27932982	-1	Nuclear receptor binding SET domain protein	NSD
NT5E-2	NT5E-2	FBgn0050104	FBgn0050104	CG30104	2R	17493169	17485002	1	Ecto-5'-nucleotidase 2	NT5E-2
NTPase	NTPase	FBgn0024947	FBgn0024947	CG3059	2L	2885850	2880704	-1	NTPase	NTPase
NUCB1	NUCB1	FBgn0052190	FBgn0052190	CG32190	3L	17802279	17797738	-1	NUCB1	NUCB1
NaCP60E	NaCP60E	FBgn0085434	FBgn0085434	CG34405	2R	24921677	24891614	1	Na channel protein 60E	NaCP60E
NaPi-III	NaPi-III	FBgn0260795	FBgn0260795	CG42575	3L	11134663	11123348	1	Na[+]-dependent inorganic phosphate cotransporter type III	NaPi-III
NaPi-T	NaPi-T	FBgn0016684	FBgn0016684	CG10207	2R	14845874	14842720	-1	Na[+]-dependent inorganic phosphate cotransporter	NaPi-T
Naa15-16	Naa15-16	FBgn0031020	FBgn0031020	CG12202	X	19484643	19479984	1	N(alpha)-acetyltransferase 15/16	Naa15-16
Naa20A	Naa20A	FBgn0031043	FBgn0031043	CG14222	X	19623074	19621451	-1	N(alpha)-acetyltransferase 20 A	Naa20A
Naa30A	Naa30A	FBgn0024362	FBgn0024362	CG11412	X	1344770	1342106	1	N(alpha)-acetyltransferase 30 A	Naa30A
Naa35	Naa35	FBgn0034982	FBgn0034982	CG4065	2R	24138050	24135180	-1	N(alpha)-acetyltransferase 35	Naa35
Naa40	Naa40	FBgn0039687	FBgn0039687	CG7593	3R	29724950	29724159	-1	N(alpha)-acetyltransferase 40	Naa40
Naa60	Naa60	FBgn0036039	FBgn0036039	CG18177	3L	9729650	9726895	1	N(alpha)-acetyltransferase 60	Naa60
Naa80	CG8481	FBgn0037747	FBgn0037747	CG8481	3R	9770027	9767834	1	N(alpha)-acetyltransferase 80	Naa80
Naam	Naam	FBgn0051216	FBgn0051216	CG31216	3R	19698742	19671450	1	Nicotinamide amidase	Naam
Nab2	Nab2	FBgn0028471	FBgn0028471	CG5720	3R	24318419	24314660	-1	Nuclear polyadenosine RNA-binding 2	Nab2
Nacalpha	Nacalpha	FBgn0086904	FBgn0086904	CG8759	2R	12760999	12759693	-1	Nascent polypeptide associated complex protein alpha subunit	Nacalpha
Nadsyn	Nadsyn	FBgn0030512	FBgn0030512	CG9940	X	13718285	13684380	-1	NAD synthetase	Nadsyn
Nak	Nak	FBgn0015772	FBgn0015772	CG10637	2L	18968744	18957732	-1	Numb-associated kinase	Nak
Naprt	CG3714	FBgn0031589	FBgn0031589	CG3714	2L	4198071	4189340	-1	Nicotinate phosphoribosyltransferase	Naprt
Naus	CG10915	FBgn0034308	FBgn0034308	CG10915	2R	18164746	18160720	1	Nausicaa	Naus
Naxd	CG10424	FBgn0036848	FBgn0036848	CG10424	3L	19097709	19096399	-1	NAD(P)HX dehydratase	Naxd
Naxe	CG2974	FBgn0030178	FBgn0030178	CG2974	X	10086171	10084914	-1	NAD(P)HX epimerase	Naxe
Nazo	CG11671	FBgn0037562	FBgn0037562	CG11671	3R	8288613	8287876	1	-	Nazo
Nbr	Nbr	FBgn0032924	FBgn0032924	CG9247	2L	21163083	21160636	-1	Nibbler	Nbr
Nca	Nca	FBgn0013303	FBgn0013303	CG7641	3L	19997568	19991887	1	Neurocalcin	Nca
Ncc69	Ncc69	FBgn0036279	FBgn0036279	CG4357	3L	12391444	12368646	-1	sodium chloride cotransporter 69	Ncc69
Nckx30C	Nckx30C	FBgn0028704	FBgn0028704	CG18660	2L	9746495	9711512	-1	Nckx30C	Nckx30C
Ncoa6	Ncoa6	FBgn0031698	FBgn0031698	CG14023	2L	5326683	5315290	-1	Nuclear receptor coactivator 6	Ncoa6
Nct	Nct	FBgn0039234	FBgn0039234	CG7012	3R	24854869	24851601	1	Nicastrin	Nct
Ndae1	Ndae1	FBgn0259111	FBgn0259111	CG42253	2L	7249343	7223328	-1	Na[+]-driven anion exchanger 1	Ndae1
Ndc1	Ndc1	FBgn0039125	FBgn0039125	CG5857	3R	23926436	23924399	1	Nuclear division cycle 1	Ndc1
Ndc80	Ndc80	FBgn0030500	FBgn0030500	CG9938	X	13612062	13609671	-1	Ndc80	Ndc80
Ndf	CG4747	FBgn0043456	FBgn0043456	CG4747	2L	10008889	10003832	1	Nucleosome-destabilizing factor	Ndf
Ndfip	Ndfip	FBgn0052177	FBgn0052177	CG32177	3L	17654280	17647442	-1	Nedd4 family interacting protein	Ndfip
Ndg	Ndg	FBgn0026403	FBgn0026403	CG12908	2R	10322104	10313891	1	Nidogen	Ndg
Neb-cGP	Neb-cGP	FBgn0083167	FBgn0083167	CG15304	X	10461878	10460736	1	Neb-cGP	Neb-cGP
Nedd4	Nedd4	FBgn0259174	FBgn0259174	CG42279	3L	17546660	17530081	1	Nedd4	Nedd4
Nedd8	Nedd8	FBgn0032725	FBgn0032725	CG10679	2L	18951837	18951006	-1	Nedd8 ubiquitin like modifier	Nedd8
Nek2	Nek2	FBgn0029970	FBgn0029970	CG17256	X	7891646	7889066	-1	Nek2	Nek2
Nelf-A	Nelf-A	FBgn0038872	FBgn0038872	CG5874	3R	21229512	21223704	1	Negative elongation factor A	Nelf-A
Nelf-E	Nelf-E	FBgn0017430	FBgn0017430	CG5994	3L	8600879	8599442	-1	Negative elongation factor E	Nelf-E
Nemp	CG9723	FBgn0030768	FBgn0030768	CG9723	X	16655015	16653220	-1	Nuclear envelope integral membrane protein	Nemp
Neos	Neos	FBgn0024542	FBgn0024542	CG8614	3L	7243139	7241628	1	Neosin	Neos
Nep1	Nep1	FBgn0029843	FBgn0029843	CG5905	X	6103971	6091205	1	Neprilysin 1	Nep1
Nep2	Nep2	FBgn0027570	FBgn0027570	CG9761	3R	4731878	4719458	-1	Neprilysin 2	Nep2
Nep3	Nep3	FBgn0031081	FBgn0031081	CG9565	X	19969323	19961297	1	Neprilysin 3	Nep3
Nep4	Nep4	FBgn0038818	FBgn0038818	CG4058	3R	20659904	20652567	-1	Neprilysin 4	Nep4
Nep5	Nep5	FBgn0039478	FBgn0039478	CG6265	3R	27064199	27057908	-1	Neprilysin 5	Nep5
Nep6	CG3775	FBgn0030425	FBgn0030425	CG3775	X	12804232	12801661	1	Neprilysin 6	Nep6
Nep7	CG5527	FBgn0039564	FBgn0039564	CG5527	3R	27957326	27954917	1	Neprilysin 7	Nep7
Nepl10	CG8550	FBgn0033742	FBgn0033742	CG8550	2R	12474021	12471915	1	Neprilysin-like 10	Nepl10
Nepl11	CG9780	FBgn0037230	FBgn0037230	CG9780	3R	4294840	4292274	-1	Neprilysin-like 11	Nepl11
Nepl13	CG4725	FBgn0039022	FBgn0039022	CG4725	3R	22761076	22758810	-1	Neprilysin-like 13	Nepl13
Nepl14	CG4723	FBgn0039023	FBgn0039023	CG4723	3R	22763711	22761440	-1	Neprilysin-like 14	Nepl14
Nepl15	CG4721	FBgn0039024	FBgn0039024	CG4721	3R	22766172	22763960	-1	Neprilysin-like 15	Nepl15
Nepl16	CG13650	FBgn0039277	FBgn0039277	CG13650	3R	25112516	25109226	-1	Neprilysin-like 16	Nepl16
Nepl17	CG14529	FBgn0039609	FBgn0039609	CG14529	3R	28875031	28872905	1	Neprilysin-like 17	Nepl17
Nepl18	CG14528	FBgn0039611	FBgn0039611	CG14528	3R	28877805	28875621	1	Neprilysin-like 18	Nepl18
Nepl19	CG14523	FBgn0039612	FBgn0039612	CG14523	3R	28880122	28878024	-1	Neprilysin-like 19	Nepl19
Nepl20	CG14527	FBgn0039613	FBgn0039613	CG14527	3R	28882945	28880792	1	Neprilysin-like 20	Nepl20
Nepl21	CG14526	FBgn0027578	FBgn0027578	CG14526	3R	28886015	28883693	1	Neprilysin-like 21	Nepl21
Nepl3	CG31918	FBgn0031678	FBgn0031678	CG31918	2L	5058248	5055982	-1	Neprilysin-like 3	Nepl3
Nepl4	CG9505	FBgn0031805	FBgn0031805	CG9505	2L	6370190	6367882	1	Neprilysin-like 4	Nepl4
Nepl5	CG9507	FBgn0031808	FBgn0031808	CG9507	2L	6383419	6381266	1	Neprilysin-like 5	Nepl5
Nepl6	CG42370	FBgn0259716	FBgn0259716	CG42370	2L	6385512	6383435	-1	Neprilysin-like 6	Nepl6
Nepl9	CG13283	FBgn0032613	FBgn0032613	CG13283	2L	16837258	16835136	-1	Neprilysin-like 9	Nepl9
NetA	NetA	FBgn0015773	FBgn0015773	CG18657	X	14653928	14604012	-1	Netrin-A	NetA
NetB	NetB	FBgn0015774	FBgn0015774	CG10521	X	14749376	14686038	-1	Netrin-B	NetB
Neto	Neto	FBgn0265416	FBgn0265416	CG44328	X	13527282	13445903	1	Neuropilin and tolloid-like	Neto
Neurl4	Neurl4	FBgn0283503	FBgn0283503	CG46284	3L	14049892	14043694	-1	Neuralized E3 ubiquitin protein ligase 4	Neurl4
Neurochondrin	Neurochondrin	FBgn0037447	FBgn0037447	CG2330	3R	6471016	6468437	1	Neurochondrin	Neurochondrin
Nf-YA	Nf-YA	FBgn0035993	FBgn0035993	CG3891	3L	9442267	9440056	-1	Nuclear factor Y-box A	Nf-YA
Nf-YB	Nf-YB	FBgn0032816	FBgn0032816	CG10447	2L	19737088	19736044	1	Nuclear factor Y-box B	Nf-YB
Nf-YC	Nf-YC	FBgn0029905	FBgn0029905	CG3075	X	6820919	6818178	-1	Nuclear factor Y-box C	Nf-YC
Nf1	Nf1	FBgn0015269	FBgn0015269	CG8318	3R	25995737	25983013	1	Neurofibromin 1	Nf1
NfI	NfI	FBgn0042696	FBgn0042696	CG2380	4	276369	268175	-1	Nuclear factor I	NfI
Nfs1	CG12264	FBgn0032393	FBgn0032393	CG12264	2L	12001244	11999654	1	Nfs1 cysteine desulfurase	Nfs1
Nha1	Nha1	FBgn0031865	FBgn0031865	CG10806	2L	6870389	6860905	-1	Na[+]/H[+] hydrogen antiporter 1	Nha1
Nha2	Nha2	FBgn0263390	FBgn0263390	CG43442	3R	22998528	22981459	-1	Na[+]/H[+] hydrogen antiporter 2	Nha2
Nhe1	Nhe1	FBgn0026787	FBgn0026787	CG12178	2L	106732	103962	-1	Na[+]/H[+] hydrogen exchanger 1	Nhe1
Nhe2	Nhe2	FBgn0040297	FBgn0040297	CG9256	2L	21134255	21104568	1	Na[+]/H[+] hydrogen exchanger 2	Nhe2
Nhe3	Nhe3	FBgn0028703	FBgn0028703	CG11328	2L	6684364	6677835	-1	Na[+]/H[+] hydrogen exchanger 3	Nhe3
NiPp1	NiPp1	FBgn0026402	FBgn0026402	CG8980	2R	17005149	17003563	-1	Nuclear inhibitor of Protein phosphatase 1	NiPp1
NijA	NijA	FBgn0036101	FBgn0036101	CG6449	3L	10696877	10694360	-1	Ninjurin A	NijA
NijB	NijB	FBgn0036822	FBgn0036822	CG11637	3L	18893278	18892383	1	Ninjurin B	NijB
